rep,nrNodes,nrEdges,edgeProb,nrPaths,nrFails,failureModel,failurePercent,hopsRanked,hopsUnranked,spLength,stretch_mult,nodeAdditions,hopsPath,stretch_path,hopsRankedOne,hopsUnrankedOne,stretch_one,overallNodeAdditionsOne,treeChoice
1000,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
801,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
800,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
799,149,193,graphml/GtsCe.graphml,1,,clustered,0.7;-0.3,-1,-1,10,-11,0,-1,-11,-1,-1,-11,0,edgeCount
798,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
797,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
796,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
795,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,46,46,15,31,0,46,31,46,46,31,0,edgeCount
794,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
793,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
792,149,193,graphml/GtsCe.graphml,1,,clustered,0.7;-0.3,-1,-1,11,-12,4,-1,-12,-1,-1,-12,4,edgeCount
791,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
790,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
789,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,34,34,13,21,0,34,21,34,34,21,0,edgeCount
788,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
787,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
786,149,193,graphml/GtsCe.graphml,1,,clustered,0.7;-0.3,3,3,3,0,0,3,0,3,3,0,0,edgeCount
785,149,193,graphml/GtsCe.graphml,1,,clustered,0.7;-0.3,15,15,15,0,0,15,0,15,15,0,0,edgeCount
784,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,4,-5,0,-1,-5,-1,-1,-5,0,edgeCount
783,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,11,11,11,0,0,11,0,11,11,0,0,edgeCount
782,149,193,graphml/GtsCe.graphml,3,,clustered,0.7;-0.3,-1,-1,4,-5,0,-1,-5,-1,-1,-5,0,edgeCount
781,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
780,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
779,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
778,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
777,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,16,16,16,0,0,16,0,16,16,0,0,edgeCount
776,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
775,149,193,graphml/GtsCe.graphml,1,,clustered,0.7;-0.3,-1,-1,12,-13,0,-1,-13,-1,-1,-13,0,edgeCount
774,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
773,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,10,10,10,0,0,10,0,10,10,0,0,edgeCount
772,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,15,15,13,2,0,15,2,15,15,2,0,edgeCount
771,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,12,48,12,0,0,22,10,22,22,10,0,edgeCount
770,149,193,graphml/GtsCe.graphml,1,,clustered,0.7;-0.3,-1,-1,11,-12,0,-1,-12,-1,-1,-12,0,edgeCount
769,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
768,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,6,-1,0,-1,-1,0,6,edgeCount
767,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,8,8,8,0,0,8,0,8,8,0,0,edgeCount
766,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,13,13,7,6,0,13,6,13,13,6,0,edgeCount
765,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
764,149,193,graphml/GtsCe.graphml,1,,clustered,0.7;-0.3,-1,-1,13,-14,4,-1,-14,-1,-1,-14,4,edgeCount
763,149,193,graphml/GtsCe.graphml,3,,clustered,0.7;-0.3,-1,-1,11,-12,6,-1,-12,-1,-1,-12,6,edgeCount
762,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,19,19,10,9,0,19,9,19,19,9,0,edgeCount
761,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
760,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
759,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
758,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,6,-1,0,-1,-1,0,6,edgeCount
757,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
756,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
755,149,193,graphml/GtsCe.graphml,1,,clustered,0.7;-0.3,24,24,18,6,2,-1,-19,24,24,6,2,edgeCount
754,149,193,graphml/GtsCe.graphml,1,,clustered,0.7;-0.3,14,14,14,0,0,14,0,14,14,0,0,edgeCount
753,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,7,-8,0,-1,-8,-1,-1,-8,0,edgeCount
752,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,20,68,15,5,0,52,37,52,52,37,0,edgeCount
751,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
750,149,193,graphml/GtsCe.graphml,1,,clustered,0.7;-0.3,16,60,16,0,2,16,0,16,60,0,2,edgeCount
749,149,193,graphml/GtsCe.graphml,3,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
748,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,11,11,9,2,0,33,24,11,11,2,0,edgeCount
747,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
746,149,193,graphml/GtsCe.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
745,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,67,29,18,49,2,-1,-19,67,29,49,2,edgeCount
744,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,17,17,16,1,0,17,1,17,17,1,0,edgeCount
743,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
742,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,3,3,3,0,0,3,0,3,3,0,0,edgeCount
741,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,9,9,5,4,0,9,4,9,9,4,0,edgeCount
740,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
739,149,193,graphml/GtsCe.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
738,149,193,graphml/GtsCe.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
737,149,193,graphml/GtsCe.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
736,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,24,-25,0,-1,-25,-1,-1,-25,0,edgeCount
735,149,193,graphml/GtsCe.graphml,1,,clustered,0.7;-0.3,6,6,6,0,0,6,0,6,6,0,0,edgeCount
734,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,63,33,12,51,0,17,5,17,17,5,0,edgeCount
733,149,193,graphml/GtsCe.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
732,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,24,24,12,12,0,24,12,24,24,12,0,edgeCount
731,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,45,45,16,29,0,45,29,45,45,29,0,edgeCount
730,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,61,61,19,42,0,61,42,61,61,42,0,edgeCount
729,149,193,graphml/GtsCe.graphml,1,,clustered,0.7;-0.3,14,14,14,0,2,14,0,14,14,0,2,edgeCount
728,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
727,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
726,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,81,19,15,66,2,-1,-16,-1,-1,-16,2,edgeCount
725,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,11,11,11,0,0,31,20,31,31,20,0,edgeCount
724,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
723,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,30,30,12,18,0,30,18,30,30,18,0,edgeCount
722,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
721,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,50,48,16,34,0,48,32,48,48,32,0,edgeCount
720,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,7,-8,2,-1,-8,-1,-1,-8,2,edgeCount
719,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
718,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,52,52,11,41,0,18,7,52,52,41,0,edgeCount
717,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
716,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
715,149,193,graphml/GtsCe.graphml,1,,clustered,0.7;-0.3,25,23,11,14,8,-1,-12,25,23,14,8,edgeCount
714,149,193,graphml/GtsCe.graphml,3,,clustered,0.7;-0.3,-1,-1,7,-8,0,-1,-8,-1,-1,-8,0,edgeCount
713,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,8,-1,0,-1,-1,0,8,edgeCount
712,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
711,149,193,graphml/GtsCe.graphml,1,,clustered,0.7;-0.3,12,12,12,0,0,12,0,12,12,0,0,edgeCount
710,149,193,graphml/GtsCe.graphml,3,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
709,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
708,149,193,graphml/GtsCe.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
707,149,193,graphml/GtsCe.graphml,1,,clustered,0.7;-0.3,-1,-1,18,-19,0,-1,-19,-1,-1,-19,0,edgeCount
706,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,31,15,8,23,4,-1,-9,31,15,23,4,edgeCount
705,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
704,149,193,graphml/GtsCe.graphml,1,,clustered,0.7;-0.3,6,14,6,0,2,6,0,6,14,0,2,edgeCount
703,149,193,graphml/GtsCe.graphml,1,,clustered,0.7;-0.3,-1,-1,19,-20,10,-1,-20,-1,-1,-20,10,edgeCount
702,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,19,19,17,2,0,17,0,17,17,0,0,edgeCount
701,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
700,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,27,27,12,15,0,27,15,27,27,15,0,edgeCount
699,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,8,12,8,0,0,12,4,12,12,4,0,edgeCount
698,149,193,graphml/GtsCe.graphml,1,,clustered,0.7;-0.3,-1,-1,5,-6,0,-1,-6,-1,-1,-6,0,edgeCount
697,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,16,16,8,8,0,16,8,16,16,8,0,edgeCount
696,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,9,29,8,1,2,19,11,9,29,1,2,edgeCount
695,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
694,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
693,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
692,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,7,-8,4,-1,-8,-1,-1,-8,4,edgeCount
691,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,13,19,13,0,0,19,6,19,19,6,0,edgeCount
690,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
689,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,4,4,4,0,0,4,0,4,4,0,0,edgeCount
688,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,34,34,17,17,0,34,17,34,34,17,0,edgeCount
687,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
686,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,17,-18,2,-1,-18,-1,-1,-18,2,edgeCount
685,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,22,-23,6,-1,-23,-1,-1,-23,6,edgeCount
684,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,6,-1,0,-1,-1,0,6,edgeCount
683,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
682,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,42,14,14,28,0,14,0,14,14,0,0,edgeCount
681,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
680,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,13,13,11,2,0,13,2,13,13,2,0,edgeCount
679,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
678,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,6,-7,0,-1,-7,-1,-1,-7,0,edgeCount
677,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,21,21,9,12,0,21,12,21,21,12,0,edgeCount
676,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
675,149,193,graphml/GtsCe.graphml,1,,clustered,0.7;-0.3,-1,-1,8,-9,6,-1,-9,-1,-1,-9,6,edgeCount
674,149,193,graphml/GtsCe.graphml,3,,clustered,0.7;-0.3,36,12,9,27,6,-1,-10,36,12,27,6,edgeCount
673,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,13,13,13,0,0,13,0,13,13,0,0,edgeCount
672,149,193,graphml/GtsCe.graphml,1,,clustered,0.7;-0.3,-1,-1,12,-13,0,-1,-13,-1,-1,-13,0,edgeCount
671,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
670,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,39,19,15,24,8,-1,-16,33,39,18,8,edgeCount
669,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
668,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
667,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
666,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,12,44,7,5,0,18,11,18,18,11,0,edgeCount
665,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,20,20,10,10,0,20,10,20,20,10,0,edgeCount
664,149,193,graphml/GtsCe.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
663,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
662,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,2,2,2,0,0,2,0,2,2,0,0,edgeCount
661,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,6,-1,0,-1,-1,0,6,edgeCount
660,149,193,graphml/GtsCe.graphml,1,,clustered,0.7;-0.3,-1,-1,14,-15,0,-1,-15,-1,-1,-15,0,edgeCount
659,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
658,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
657,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
656,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,54,28,15,39,0,16,1,16,16,1,0,edgeCount
655,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
654,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
653,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,37,37,16,21,0,37,21,37,37,21,0,edgeCount
652,149,193,graphml/GtsCe.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
651,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,13,-14,4,-1,-14,-1,-1,-14,4,edgeCount
650,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
649,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,4,4,4,0,2,4,0,4,4,0,2,edgeCount
648,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
647,149,193,graphml/GtsCe.graphml,3,,clustered,0.7;-0.3,-1,-1,10,-11,0,-1,-11,-1,-1,-11,0,edgeCount
646,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
645,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
644,149,193,graphml/GtsCe.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
643,149,193,graphml/GtsCe.graphml,3,,clustered,0.7;-0.3,-1,-1,-1,0,6,-1,0,-1,-1,0,6,edgeCount
642,149,193,graphml/GtsCe.graphml,1,,clustered,0.7;-0.3,-1,-1,15,-16,2,-1,-16,-1,-1,-16,2,edgeCount
641,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
640,149,193,graphml/GtsCe.graphml,1,,clustered,0.7;-0.3,-1,-1,9,-10,0,-1,-10,-1,-1,-10,0,edgeCount
639,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
638,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,3,3,3,0,0,3,0,3,3,0,0,edgeCount
637,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
636,149,193,graphml/GtsCe.graphml,3,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
635,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
634,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,37,37,15,22,0,37,22,37,37,22,0,edgeCount
633,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,23,27,7,16,0,7,0,7,7,0,0,edgeCount
632,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
631,149,193,graphml/GtsCe.graphml,3,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
630,149,193,graphml/GtsCe.graphml,1,,clustered,0.7;-0.3,8,24,8,0,2,8,0,8,24,0,2,edgeCount
629,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,34,24,10,24,4,-1,-11,24,10,14,4,edgeCount
628,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
627,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,13,47,13,0,2,19,6,19,19,6,2,edgeCount
626,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,16,16,16,0,0,16,0,16,16,0,0,edgeCount
625,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
624,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,4,4,4,0,0,5,1,5,4,1,0,edgeCount
623,149,193,graphml/GtsCe.graphml,3,,clustered,0.7;-0.3,-1,-1,9,-10,2,-1,-10,-1,-1,-10,2,edgeCount
622,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
621,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
620,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
619,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,7,-8,0,-1,-8,-1,-1,-8,0,edgeCount
618,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,13,13,7,6,0,13,6,13,13,6,0,edgeCount
617,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,5,5,5,0,6,6,1,6,5,1,6,edgeCount
616,149,193,graphml/GtsCe.graphml,1,,clustered,0.7;-0.3,7,7,7,0,2,7,0,7,7,0,2,edgeCount
615,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,18,4,4,14,4,4,0,18,4,14,4,edgeCount
614,149,193,graphml/GtsCe.graphml,1,,clustered,0.7;-0.3,54,26,20,34,2,-1,-21,54,26,34,2,edgeCount
613,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
612,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,6,-1,0,-1,-1,0,6,edgeCount
611,149,193,graphml/GtsCe.graphml,1,,clustered,0.7;-0.3,-1,-1,18,-19,0,-1,-19,-1,-1,-19,0,edgeCount
610,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
609,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,14,14,12,2,0,54,42,54,54,42,0,edgeCount
608,149,193,graphml/GtsCe.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,8,-1,0,-1,-1,0,8,edgeCount
607,149,193,graphml/GtsCe.graphml,1,,clustered,0.7;-0.3,11,11,11,0,0,11,0,11,11,0,0,edgeCount
606,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
605,149,193,graphml/GtsCe.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
604,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,75,55,17,58,6,-1,-18,57,67,40,6,edgeCount
603,149,193,graphml/GtsCe.graphml,1,,clustered,0.7;-0.3,2,2,2,0,0,2,0,2,2,0,0,edgeCount
602,149,193,graphml/GtsCe.graphml,3,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
601,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,19,19,9,10,2,19,10,19,19,10,2,edgeCount
600,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,9,20,7,2,0,23,16,23,23,16,0,edgeCount
